Date,Shell,Philips,Heineken,TomTom,Aegon,ING,Apple,Micro,SP500,AEX
2015-01-20,27.79,25.32,63.19,5.7,6.226,11.3,27.18,46.39,2022.55,437.92
2015-01-21,28.25,25.5,62.98,5.74,6.175,11.39,27.39,45.92,2032.12,441.09
2015-01-22,28.64,26.24,62.68,5.67,6.301,11.6,28.1,47.13,2063.15,447.77
2015-01-23,29.08,26.75,65.16,5.62,6.248,11.39,28.25,47.18,2051.82,454.56
2015-01-26,29.52,26.8,65.66,5.65,6.264,11.38,28.27,47.01,2057.09,459.14
2015-01-27,29.32,25.23,65.37,5.63,6.224,11.31,27.29,42.66,2029.55,454.46
2015-01-28,28.81,24.95,65.83,5.62,6.263,11.05,28.83,41.19,2002.16,452.3
2015-01-29,27.45,24.73,66.81,5.67,6.334,11.19,29.73,42.01,2021.25,452.47
2015-01-30,26.93,24.55,66.28,5.86,6.341,11.12,29.29,40.4,1994.99,450.39
2015-02-02,27.46,24.69,66.93,5.8,6.376,11.24,29.66,41.28,2020.85,450.76
2015-02-03,28.8,25.14,66.15,5.82,6.528,11.52,29.66,41.6,2050.03,455.82
2015-02-04,28.82,24.89,66.03,5.81,6.51,11.27,29.89,41.84,2041.51,454.88
2015-02-05,29.12,25.14,66.19,5.98,6.506,11.19,29.98,42.45,2062.52,455.3
2015-02-06,29.2,24.88,65.77,5.88,6.566,11.14,29.73,42.41,2055.47,454.69
2015-02-09,29.39,24.54,64.17,5.85,6.5,11.05,29.93,42.36,2046.74,450.96
2015-02-10,29.0,24.76,64.6,5.82,6.541,11.21,30.5,42.6,2068.59,453.8
2015-02-11,28.96,24.85,66.39,5.88,6.56,11.62,31.22,42.38,2068.53,458.27
2015-02-12,28.55,25.26,66.44,6.94,6.636,11.99,31.61,43.09,2088.48,460.43
2015-02-13,29.0,25.32,65.72,6.75,6.596,12.35,31.77,43.87,2096.99,464.9
2015-02-16,28.82,25.21,64.97,6.87,6.605,12.31,,,,462.82
2015-02-17,28.96,24.98,66.3,6.8,6.531,12.39,31.96,43.58,2100.34,463.42
2015-02-18,29.27,25.52,65.61,6.79,6.653,12.62,32.18,43.53,2099.68,467.32
2015-02-19,28.68,25.7,67.16,6.83,6.63,12.6,32.11,43.5,2097.45,469.79
2015-02-20,28.86,25.72,67.22,6.82,6.72,12.61,32.37,43.85,2110.3,469.85
2015-02-23,28.82,26.1,67.77,6.86,6.804,12.93,33.25,44.15,2109.66,475.22
2015-02-24,29.07,26.43,68.28,6.88,6.839,13.12,33.04,44.09,2115.48,479.94
2015-02-25,28.96,26.5,68.02,7.11,6.854,13.05,32.2,43.99,2113.86,478.53
2015-02-26,28.95,26.59,69.72,7.43,6.928,13.27,32.6,44.05,2110.74,482.47
2015-02-27,29.26,26.77,69.84,7.45,6.92,13.35,32.12,43.85,2104.5,483.93
2015-03-02,28.76,26.64,69.87,7.62,6.9,13.43,32.27,43.88,2117.39,485.84
2015-03-03,28.2,26.46,70.22,7.66,6.799,12.96,32.34,43.28,2107.78,480.06
2015-03-04,28.29,26.45,71.02,7.68,6.832,13.12,32.13,43.05,2098.53,483.57
2015-03-05,28.27,26.66,72.5,7.79,6.923,13.36,31.6,43.11,2101.04,488.96
2015-03-06,28.26,26.75,72.99,7.72,7.327,13.4,31.65,42.36,2071.26,489.84
2015-03-09,28.38,26.49,72.68,7.61,7.228,13.34,31.79,42.85,2079.43,488.21
2015-03-10,27.41,25.98,72.33,7.49,7.122,13.21,31.13,42.03,2044.16,483.1
2015-03-11,27.47,26.63,73.86,7.71,7.513,13.45,30.56,41.98,2040.24,491.93
2015-03-12,27.68,26.62,73.57,7.7,7.519,13.48,31.11,41.02,2065.95,491.64
2015-03-13,27.06,26.7,73.66,7.53,7.557,13.53,30.9,41.38,2053.4,492.48
2015-03-16,27.18,27.22,74.82,7.52,7.66,13.74,31.24,41.56,2081.19,498.03
2015-03-17,27.55,27.16,73.47,7.38,7.568,13.56,31.76,41.7,2074.28,494.4
2015-03-18,28.0,27.4,73.58,7.22,7.639,13.52,32.12,42.5,2099.5,496.63
2015-03-19,28.34,27.2,72.51,7.34,7.564,13.53,31.87,42.28,2089.27,496.01
2015-03-20,28.5,26.7,72.91,7.32,7.59,13.74,31.48,42.88,2108.1,499.12
2015-03-23,28.69,26.6,72.66,7.32,7.5,13.73,31.8,42.85,2104.42,497.55
2015-03-24,28.36,26.64,72.49,7.34,7.587,13.95,31.67,42.9,2091.5,498.66
2015-03-25,28.5,26.31,70.67,7.24,7.505,13.63,30.84,41.46,2061.05,491.64
2015-03-26,28.22,26.04,71.24,7.16,7.275,13.47,31.06,41.21,2056.15,486.37
2015-03-27,27.82,26.27,71.35,7.16,7.278,13.38,30.81,40.97,2061.02,485.73
2015-03-30,28.15,26.62,72.29,7.23,7.452,13.67,31.59,40.96,2086.24,494.69
2015-03-31,27.84,26.43,71.03,7.15,7.349,13.65,31.11,40.66,2067.89,489.41
2015-04-01,28.0,26.49,71.65,7.27,7.403,13.66,31.06,40.72,2059.69,490.04
2015-04-02,27.67,26.95,72.47,7.53,7.429,13.86,31.33,40.29,2066.96,492.38
2015-04-06,,,,,,,31.84,41.55,2080.62,
2015-04-07,28.7,27.35,73.33,7.48,7.519,14.1,31.5,41.53,2076.33,503.03
2015-04-08,27.44,27.24,73.23,7.39,7.477,13.93,31.4,41.42,2081.9,497.16
2015-04-09,27.78,27.25,74.04,7.33,7.506,13.99,31.64,41.48,2091.18,501.97
2015-04-10,28.08,27.38,74.69,8.18,7.582,14.14,31.77,41.72,2102.06,507.17
2015-04-13,28.34,27.53,75.09,8.22,7.594,14.27,31.71,41.76,2092.43,508.66
2015-04-14,28.42,26.91,74.82,8.02,7.506,14.01,31.57,41.65,2095.84,505.86
2015-04-15,28.94,27.14,74.65,8.18,7.58,14.15,31.7,42.26,2106.63,507.43
2015-04-16,29.35,26.86,74.53,7.82,7.481,13.83,31.54,42.16,2104.99,504.38
2015-04-17,29.04,26.45,73.19,7.75,7.298,13.45,31.19,41.62,2081.18,495.03
2015-04-20,29.44,27.05,73.78,7.74,7.257,13.8,31.9,42.91,2100.4,500.73
2015-04-21,29.2,27.36,75.75,8.07,7.186,13.78,31.73,42.63,2097.29,503.81
2015-04-22,29.04,27.25,73.47,7.89,7.178,13.85,32.16,42.98,2107.96,505.72
2015-04-23,29.14,27.16,73.64,8.32,7.147,13.8,32.42,43.34,2112.93,503.0
2015-04-24,28.96,27.36,73.06,8.24,7.072,13.97,32.57,47.87,2117.69,504.01
2015-04-27,29.07,27.65,72.98,8.29,7.198,14.31,33.16,48.03,2108.92,509.24
2015-04-28,28.88,26.27,71.48,8.14,7.073,14.24,32.64,49.16,2114.76,501.66
2015-04-29,28.56,25.91,69.85,7.99,6.94,14.01,32.16,49.06,2106.85,489.26
2015-04-30,28.37,25.66,70.36,7.94,7.065,13.8,31.29,48.64,2085.51,487.85
2015-05-01,,,,,,,32.24,48.66,2108.29,
2015-05-04,28.71,25.44,71.47,8.01,7.102,14.03,32.17,48.24,2114.49,491.17
2015-05-05,28.5,25.19,70.04,7.77,6.847,13.7,31.45,47.6,2089.46,482.61
2015-05-06,28.14,25.08,69.81,7.7,6.936,13.73,31.25,46.28,2080.15,478.15
2015-05-07,27.71,24.82,70.22,7.6,7.06,13.99,31.32,46.7,2088.0,478.78
2015-05-08,28.57,25.41,71.48,8.23,7.022,14.26,31.91,47.75,2116.1,490.79
2015-05-11,28.79,24.77,71.3,8.26,7.231,14.35,31.58,47.37,2105.33,492.75
2015-05-12,28.45,24.42,70.08,8.5,7.144,14.34,31.47,47.35,2099.12,488.97
2015-05-13,28.42,24.24,69.69,8.36,6.926,14.34,31.5,47.62,2098.48,486.69
2015-05-14,28.04,24.5,70.73,8.36,7.055,14.53,32.24,48.72,2121.1,490.69
2015-05-15,27.59,24.7,70.85,8.33,7.105,14.51,32.19,48.3,2122.73,490.96
2015-05-18,27.48,24.61,71.22,8.28,7.075,14.49,32.55,48.01,2129.2,490.15
2015-05-19,27.54,24.93,72.86,9.37,7.263,14.86,32.52,47.58,2127.83,499.18
2015-05-20,27.67,25.18,72.47,9.25,7.267,15.0,32.52,47.58,2125.85,501.9
2015-05-21,28.02,25.16,72.32,9.88,7.274,14.97,32.85,47.42,2130.82,502.05
2015-05-22,27.77,25.2,72.5,10.02,7.188,15.0,33.13,46.9,2126.06,501.89
2015-05-25,27.62,25.21,72.62,10.02,7.172,14.98,,,,501.14
2015-05-26,27.41,25.05,72.24,10.15,7.117,14.8,32.41,46.59,2104.2,496.35
2015-05-27,27.61,25.34,72.31,10.3,7.198,15.17,33.01,47.61,2123.48,503.52
2015-05-28,27.41,25.2,72.58,10.41,7.043,15.15,32.95,47.45,2120.79,502.24
2015-05-29,27.17,24.8,71.34,10.16,6.931,14.98,32.57,46.86,2107.39,493.56
2015-06-01,26.88,24.86,70.34,10.11,6.846,14.83,32.63,47.23,2111.73,492.25
2015-06-02,26.77,24.64,69.18,10.11,6.858,14.89,32.49,46.92,2109.6,486.5
2015-06-03,26.54,24.57,68.8,10.27,6.881,14.95,32.53,46.85,2114.07,487.74
2015-06-04,26.04,24.56,68.84,10.14,6.822,14.9,32.34,46.36,2095.84,485.29
2015-06-05,26.18,24.14,67.24,9.51,6.808,14.61,32.16,46.14,2092.83,479.38
2015-06-08,26.02,24.07,67.2,9.73,6.65,14.39,31.95,45.73,2079.28,475.13
2015-06-09,25.79,24.06,67.43,9.64,6.559,14.41,31.86,45.65,2080.15,474.7
2015-06-10,26.14,24.48,67.74,9.58,6.714,14.72,32.22,46.61,2105.2,481.45
2015-06-11,26.25,24.94,69.01,9.28,6.636,14.81,32.15,46.44,2108.86,484.88
2015-06-12,25.8,24.36,67.78,9.22,6.509,14.65,31.79,45.97,2094.11,477.76
2015-06-15,25.75,23.84,67.63,9.52,6.438,14.35,31.73,45.48,2084.43,472.89
2015-06-16,25.82,23.7,68.39,9.73,6.506,14.36,31.9,45.83,2096.29,475.17
2015-06-17,25.84,23.41,67.72,9.59,6.493,14.25,31.82,45.97,2100.44,471.56
2015-06-18,25.77,23.3,67.62,9.84,6.526,14.38,31.97,46.72,2121.24,472.97
2015-06-19,25.89,23.27,67.79,9.81,6.506,14.58,31.65,46.1,2109.99,475.43
2015-06-22,26.09,23.78,69.36,10.18,6.708,15.3,31.9,46.23,2122.85,489.72
2015-06-23,26.24,24.01,70.36,10.27,6.76,15.38,31.76,45.91,2124.2,494.45
2015-06-24,26.74,23.73,70.13,10.02,6.794,15.3,32.03,45.63,2108.58,492.62
2015-06-25,26.6,23.63,70.16,10.09,6.8,15.3,31.88,45.65,2102.31,492.39
2015-06-26,26.34,23.52,70.37,10.09,6.82,15.48,31.69,45.26,2101.49,494.47
2015-06-29,25.8,22.95,68.47,9.79,6.595,14.63,31.13,44.37,2057.64,477.15
2015-06-30,25.37,22.82,68.07,10.14,6.592,14.81,31.36,44.15,2063.11,472.58
2015-07-01,25.54,23.33,68.61,10.38,6.7,15.23,31.65,44.45,2077.42,482.83
2015-07-02,25.7,23.2,68.29,10.14,6.654,14.93,31.61,44.4,2076.78,476.96
2015-07-03,25.54,22.98,68.09,10.03,6.607,14.85,,,,474.14
2015-07-06,25.34,22.87,67.6,10.14,6.483,14.39,31.5,44.39,2068.76,467.25
2015-07-07,24.84,22.38,67.17,9.57,6.355,13.91,31.42,44.3,2081.34,456.64
2015-07-08,25.07,22.61,67.26,9.66,6.423,13.99,30.64,44.24,2046.68,459.04
2015-07-09,25.23,23.08,68.87,9.85,6.559,14.61,30.02,44.52,2051.31,469.97
2015-07-10,25.39,23.59,71.24,9.95,6.728,15.18,30.82,44.61,2076.62,481.39
2015-07-13,25.66,23.92,71.75,10.12,6.897,15.49,31.41,45.54,2099.6,489.9
2015-07-14,26.08,23.98,72.46,10.07,6.905,15.56,31.4,45.62,2108.95,493.84
2015-07-15,26.09,24.05,72.44,10.18,6.906,15.61,31.7,45.76,2107.4,497.13
2015-07-16,26.35,24.33,73.38,10.23,7.025,15.9,32.13,46.66,2124.29,501.01
2015-07-17,26.21,24.37,73.41,10.27,7.097,15.81,32.41,46.62,2126.64,500.43
2015-07-20,26.2,24.42,73.92,10.27,7.155,15.86,33.02,46.92,2128.28,502.08
2015-07-21,26.2,24.29,73.78,9.38,7.112,15.69,32.69,47.28,2119.21,498.76
2015-07-22,25.73,24.31,73.47,9.99,7.176,15.66,31.3,45.54,2114.15,496.12
2015-07-23,25.34,24.36,72.45,10.02,7.186,15.73,31.29,46.11,2102.15,496.35
2015-07-24,24.95,24.18,72.39,10.32,7.105,15.56,31.12,45.94,2079.65,490.04
2015-07-27,24.45,24.48,70.74,9.82,6.984,15.27,30.69,45.35,2067.64,481.52
2015-07-28,24.67,25.01,71.17,9.52,7.059,15.51,30.84,45.34,2093.25,485.77
2015-07-29,25.11,25.0,71.65,9.64,6.994,15.35,30.75,46.29,2108.57,489.29
2015-07-30,26.35,25.32,71.01,9.67,7.068,15.45,30.59,46.88,2108.63,495.17
2015-07-31,26.18,25.32,71.74,9.85,7.004,15.49,30.32,46.7,2103.84,495.23
2015-08-03,26.17,25.62,75.73,10.05,7.054,15.73,29.61,46.81,2098.04,500.43
2015-08-04,26.18,25.57,76.23,10.03,7.069,15.61,28.66,47.54,2093.32,500.02
2015-08-05,26.81,25.55,77.2,10.36,7.123,15.06,28.85,47.58,2099.84,503.48
2015-08-06,26.73,25.57,77.15,10.68,7.136,15.06,28.78,46.62,2083.56,501.23
2015-08-07,26.77,25.35,76.36,10.44,7.077,14.62,28.88,46.74,2077.57,496.61
2015-08-10,26.66,25.71,76.81,10.1,7.148,14.85,29.93,47.33,2104.18,500.04
2015-08-11,26.45,25.36,76.1,10.13,6.882,14.78,28.37,46.41,2084.07,494.36
2015-08-12,26.32,24.4,75.0,9.95,6.643,14.18,28.81,46.74,2086.05,477.42
2015-08-13,25.62,24.55,75.77,9.91,6.144,14.16,28.79,46.73,2083.39,476.99
2015-08-14,25.4,24.48,75.91,9.94,5.966,14.11,28.99,47.0,2091.54,473.89
2015-08-17,25.37,24.45,75.61,10.03,5.966,14.09,29.29,47.32,2102.44,474.3
2015-08-18,25.2,24.82,75.79,9.94,6.138,14.52,29.12,47.27,2096.92,479.01
2015-08-19,24.62,24.3,74.91,9.66,6.025,14.21,28.75,46.61,2079.61,469.24
2015-08-20,24.5,23.75,73.39,9.28,5.83,13.66,28.16,45.66,2035.73,459.17
2015-08-21,23.45,23.0,70.29,8.87,5.555,13.15,26.44,43.07,1970.89,442.87
2015-08-24,21.64,21.94,67.86,8.36,5.197,12.47,25.78,41.68,1893.21,419.68
2015-08-25,22.39,22.36,69.75,9.11,5.374,13.35,25.93,40.47,1867.61,436.68
2015-08-26,21.62,22.22,68.79,8.74,5.317,13.2,27.42,42.71,1940.51,428.73
2015-08-27,22.82,23.04,70.06,9.0,5.466,13.72,28.23,43.9,1987.66,443.36
2015-08-28,23.39,23.11,70.2,8.97,5.532,13.66,28.32,43.93,1988.87,445.96
2015-08-31,23.28,22.92,70.5,8.95,5.486,13.65,28.19,43.52,1972.18,445.03
2015-09-01,22.54,22.5,69.0,8.72,5.355,13.23,26.93,41.82,1913.85,433.53
2015-09-02,22.43,22.71,69.4,8.73,5.344,13.22,28.09,43.36,1948.86,433.56
2015-09-03,23.0,22.94,70.61,8.93,5.46,13.59,27.59,43.5,1951.13,444.55
2015-09-04,22.19,22.68,68.35,8.81,5.251,13.1,27.32,42.61,1921.22,432.94
2015-09-07,22.18,22.86,69.16,8.81,5.256,13.27,,,,435.5
2015-09-08,22.57,22.91,68.91,8.83,5.414,13.41,28.08,43.89,1969.41,439.48
2015-09-09,22.82,23.29,70.34,8.9,5.556,13.62,27.54,43.07,1942.04,444.26
2015-09-10,22.34,22.89,69.6,9.02,5.406,13.46,28.14,43.29,1952.29,436.21
2015-09-11,22.09,22.75,68.69,8.91,5.272,13.25,28.55,43.48,1961.05,430.23
2015-09-14,22.05,22.57,68.66,9.14,5.313,13.09,28.83,43.04,1953.03,427.88
2015-09-15,22.32,22.36,69.66,9.79,5.405,13.3,29.07,43.98,1978.09,432.15
2015-09-16,22.88,22.52,71.95,9.8,5.463,13.25,29.1,44.3,1995.31,438.5
2015-09-17,22.71,22.16,74.22,9.88,5.505,13.32,28.48,44.25,1990.2,437.63
2015-09-18,21.86,21.71,72.98,9.64,5.168,12.76,28.36,43.48,1958.03,427.32
2015-09-21,22.02,21.91,73.68,9.77,5.166,12.98,28.8,44.11,1966.97,432.8
2015-09-22,21.37,21.41,71.94,9.46,5.04,12.58,28.35,43.9,1942.74,419.98
2015-09-23,21.48,21.38,72.5,9.42,5.03,12.53,28.58,43.87,1938.76,419.12
2015-09-24,20.8,20.87,69.75,8.83,4.912,12.38,28.75,43.91,1932.24,409.86
2015-09-25,21.13,21.36,71.59,9.28,5.203,12.86,28.68,43.94,1931.34,422.8
2015-09-28,20.58,20.86,71.31,8.88,5.001,12.43,28.11,43.29,1881.77,412.32
2015-09-29,20.88,20.79,69.52,8.74,4.976,12.42,27.27,43.44,1884.09,412.11
2015-09-30,21.18,21.05,72.24,9.12,5.135,12.65,27.57,44.26,1920.03,421.14
2015-10-01,21.61,21.09,71.87,9.13,5.026,12.71,27.39,44.61,1923.82,418.83
2015-10-02,21.86,21.23,72.74,9.22,5.097,12.68,27.59,45.57,1951.36,422.58
2015-10-05,22.95,21.86,75.25,9.51,5.302,13.16,27.7,46.63,1987.05,436.9
2015-10-06,23.67,21.94,74.73,9.64,5.269,13.19,27.83,46.75,1979.92,440.72
2015-10-07,24.34,22.07,73.92,9.48,5.417,13.1,27.7,46.8,1995.83,440.59
2015-10-08,24.57,22.2,72.84,9.39,5.49,12.86,27.38,47.45,2013.43,442.08
2015-10-09,24.45,22.57,73.25,9.23,5.55,12.73,28.03,47.11,2014.89,441.65
2015-10-12,24.27,22.41,73.64,9.34,5.539,12.53,27.9,47.0,2017.46,440.05
2015-10-13,23.93,22.25,75.29,9.35,5.435,12.53,27.95,46.89,2003.69,438.25
2015-10-14,23.96,22.08,74.76,9.26,5.361,12.52,27.55,46.68,1994.24,434.32
2015-10-15,24.21,22.36,77.07,9.26,5.379,12.77,27.96,47.01,2023.86,443.7
2015-10-16,24.65,22.41,77.31,9.44,5.474,12.97,27.76,47.51,2033.11,447.86
2015-10-19,24.29,22.55,78.57,9.57,5.47,12.99,27.93,47.62,2033.66,449.31
2015-10-20,24.2,22.41,78.93,9.39,5.335,12.86,28.44,47.77,2030.77,447.27
2015-10-21,24.51,22.55,78.25,9.66,5.275,12.9,28.44,47.2,2018.94,449.78
2015-10-22,24.75,23.06,79.21,9.76,5.445,13.02,28.88,48.03,2052.51,457.97
2015-10-23,24.57,23.75,80.0,10.01,5.546,13.36,29.77,52.87,2075.15,465.05
2015-10-26,24.27,23.65,80.16,9.9,5.533,13.47,28.82,54.25,2071.18,462.87
2015-10-27,23.81,23.84,80.16,9.82,5.427,13.32,28.64,53.69,2065.89,458.43
2015-10-28,24.16,24.27,83.35,9.93,5.524,13.41,29.82,53.98,2090.35,463.21
2015-10-29,24.0,24.36,82.88,9.83,5.58,13.29,30.13,53.36,2089.41,462.99
2015-10-30,23.83,24.59,83.12,9.89,5.604,13.23,29.88,52.64,2079.36,462.12
2015-11-02,24.03,24.66,82.15,10.11,5.745,13.36,30.3,53.24,2104.05,464.58
2015-11-03,24.88,24.77,82.29,10.14,5.728,13.15,30.64,54.15,2109.79,466.85
2015-11-04,24.98,24.61,82.51,10.13,5.714,13.41,30.5,54.4,2102.31,468.84
2015-11-05,24.29,24.89,84.0,10.21,5.649,13.23,30.23,54.38,2099.93,466.6
2015-11-06,24.2,25.27,83.48,10.2,5.85,13.74,30.27,54.92,2099.2,469.83
2015-11-09,24.04,24.86,82.17,10.07,5.82,13.56,30.14,54.16,2078.58,465.01
2015-11-10,24.02,24.77,83.25,10.14,5.711,13.64,29.19,53.51,2081.72,465.2
2015-11-11,23.62,24.82,84.71,10.3,5.736,13.7,29.03,53.65,2075.0,469.2
2015-11-12,22.61,24.61,84.36,11.14,5.1,13.45,28.93,53.32,2045.97,459.85
2015-11-13,22.41,24.39,82.2,11.02,5.133,13.27,28.09,52.84,2023.04,453.55
2015-11-16,22.57,24.45,82.74,10.88,5.093,13.16,28.54,53.77,2053.19,454.29
2015-11-17,23.32,25.15,85.01,11.28,5.262,13.44,28.42,52.97,2050.44,466.54
2015-11-18,23.6,24.95,84.76,11.07,5.369,13.3,29.32,53.85,2083.58,465.93
2015-11-19,23.91,25.14,85.23,11.36,5.5,13.29,29.7,53.94,2081.24,469.0
2015-11-20,23.5,25.38,85.14,11.35,5.513,13.12,29.82,54.19,2089.17,468.69
2015-11-23,23.35,25.27,85.13,11.48,5.535,13.05,29.44,54.19,2086.59,466.18
2015-11-24,23.5,25.12,83.02,11.35,5.538,13.0,29.72,54.25,2089.14,461.29
2015-11-25,23.63,25.44,84.89,11.53,5.741,12.98,29.51,53.69,2088.87,468.07
2015-11-26,24.0,25.85,84.84,11.6,5.85,13.02,,,,472.24
2015-11-27,23.72,25.82,84.97,11.69,5.8,13.18,29.45,53.93,2090.11,472.17
2015-11-30,23.6,25.88,84.16,11.82,5.796,12.99,29.57,54.35,2080.41,469.52
2015-12-01,23.53,25.49,84.23,11.9,5.81,12.95,29.34,55.22,2102.63,467.32
2015-12-02,23.62,25.41,84.72,11.81,5.755,12.85,29.07,55.21,2079.51,467.06
2015-12-03,22.68,24.57,81.05,11.55,5.498,12.58,28.8,54.2,2049.62,449.92
2015-12-04,22.21,24.49,80.15,12.1,5.435,12.61,29.76,55.91,2091.69,446.93
2015-12-07,21.3,24.83,81.88,12.29,5.417,12.61,29.57,55.81,2077.07,448.46
2015-12-08,21.14,24.4,80.78,11.94,5.356,12.27,29.56,55.79,2063.59,441.61
2015-12-09,21.43,24.23,80.61,11.6,5.384,12.33,28.91,54.98,2047.62,440.85
2015-12-10,21.29,24.09,80.47,11.52,5.348,12.2,29.04,55.27,2052.23,437.84
2015-12-11,20.36,23.75,79.05,11.37,5.152,12.08,28.3,54.06,2012.37,429.1
2015-12-14,19.64,23.34,77.47,11.28,4.929,11.92,28.12,55.14,2021.94,420.66
2015-12-15,20.37,23.77,78.97,11.29,4.993,12.36,27.62,55.2,2043.41,433.63
2015-12-16,20.27,24.12,78.99,11.23,4.958,12.26,27.84,56.13,2073.07,433.83
2015-12-17,20.2,24.14,79.62,11.44,5.116,12.49,27.25,55.7,2041.89,438.97
2015-12-18,20.3,23.55,78.29,11.24,5.095,12.38,26.51,54.13,2005.55,434.15
2015-12-21,19.86,23.19,77.11,11.17,5.08,12.15,26.83,54.83,2021.15,428.48
2015-12-22,20.28,23.24,77.49,11.11,5.102,12.24,26.81,55.35,2038.97,430.97
2015-12-23,21.39,23.72,78.86,11.37,5.281,12.55,27.15,55.82,2064.29,443.72
2015-12-24,21.48,23.78,79.38,11.4,5.255,12.55,27.01,55.67,2060.99,444.12
2015-12-28,20.88,23.57,78.41,11.31,5.243,12.52,26.7,55.95,2056.5,440.49
2015-12-29,21.32,24.08,80.33,11.52,5.301,12.68,27.18,56.55,2078.36,447.7
2015-12-30,21.18,23.93,79.78,11.73,5.25,12.61,26.83,56.31,2063.36,446.19
2015-12-31,21.09,23.56,78.77,11.6,5.23,12.45,26.32,55.48,2043.94,441.82
2016-01-04,20.82,22.91,77.79,11.65,5.081,12.2,26.34,54.8,2012.66,431.7
2016-01-05,21.04,22.96,78.51,11.88,5.046,12.22,25.68,55.05,2016.71,435.0
2016-01-06,20.55,22.68,78.08,11.46,5.027,12.02,25.18,54.05,1990.26,428.76
2016-01-07,19.78,22.48,76.22,11.04,4.836,11.77,24.11,52.17,1943.09,420.76
2016-01-08,18.52,22.14,75.17,10.71,4.757,11.52,24.24,52.33,1922.03,410.82
2016-01-11,18.32,22.51,75.98,10.48,4.842,11.49,24.63,52.3,1923.67,411.31
2016-01-12,18.18,23.0,76.98,10.03,4.951,11.58,24.99,52.78,1938.68,416.41
2016-01-13,18.18,22.96,77.15,10.06,5.43,11.6,24.35,51.64,1890.28,418.05
2016-01-14,18.68,22.95,75.13,9.86,5.418,11.36,24.88,53.11,1921.84,413.38
2016-01-15,17.87,22.36,74.76,9.5,5.288,11.01,24.28,50.99,1880.33,403.57
2016-01-18,17.75,22.64,74.95,9.4,5.1,10.8,,,,401.99
2016-01-19,17.93,22.88,75.83,9.65,5.182,10.85,24.16,50.56,1881.33,407.68
2016-01-20,16.67,22.39,74.18,9.26,4.97,10.44,24.2,50.79,1859.33,395.72
2016-01-21,17.43,22.68,75.93,9.35,5.059,10.52,24.07,50.48,1868.99,406.49
2016-01-22,18.55,22.66,76.86,9.62,5.25,10.9,25.36,52.29,1906.9,419.28
2016-01-25,18.51,22.73,77.55,9.61,5.15,10.65,24.86,51.79,1877.08,418.07
2016-01-26,18.96,24.11,77.3,9.62,5.209,10.67,25.0,52.17,1903.63,421.97
2016-01-27,19.34,24.27,78.4,9.44,5.177,10.65,23.36,51.22,1882.95,424.41
2016-01-28,19.77,23.84,77.65,9.37,5.092,10.27,23.52,52.05,1893.36,420.1
2016-01-29,20.0,24.5,80.02,9.56,5.201,10.6,24.34,55.09,1940.24,431.28
2016-02-01,19.88,24.33,80.45,9.41,5.147,10.5,24.11,54.71,1939.38,429.68
2016-02-02,19.08,23.8,79.96,9.46,4.933,9.97,23.62,53.0,1903.03,420.65
2016-02-03,19.11,23.45,79.98,9.11,4.755,9.67,24.09,52.16,1912.53,416.21
2016-02-04,20.02,23.0,77.0,9.13,4.857,10.53,24.15,52.0,1915.45,417.94
2016-02-05,20.12,22.86,75.46,8.93,4.824,10.51,23.5,50.16,1880.05,413.94
2016-02-08,19.79,21.8,74.8,8.42,4.674,9.89,23.75,49.41,1853.44,400.61
2016-02-09,18.92,21.64,75.18,8.09,4.253,9.41,23.75,49.28,1852.21,392.58
2016-02-10,18.9,21.69,72.87,7.92,4.389,9.83,23.57,49.71,1851.86,394.63
2016-02-11,18.52,20.95,71.08,7.31,4.074,9.3,23.43,49.69,1829.08,382.61
2016-02-12,19.76,21.0,71.46,7.13,4.12,9.77,23.5,50.5,1864.78,391.86
2016-02-15,20.1,21.52,73.46,7.71,4.24,10.33,,,,403.96
2016-02-16,20.21,21.61,73.32,7.49,4.234,10.2,24.16,51.09,1895.58,403.27
2016-02-17,21.16,22.14,74.19,8.01,4.473,10.55,24.53,52.42,1926.82,414.75
2016-02-18,20.61,22.23,73.85,7.97,4.491,10.44,24.07,52.19,1917.83,413.79
2016-02-19,20.21,22.39,73.79,7.68,4.302,10.32,24.01,51.82,1917.78,411.96
2016-02-22,20.83,22.93,74.66,7.64,4.505,10.64,24.22,52.65,1945.5,420.69
2016-02-23,20.2,22.8,74.5,7.8,4.485,10.39,23.67,51.18,1921.27,415.43
2016-02-24,19.64,22.32,73.37,7.6,4.401,10.11,24.02,51.36,1929.8,407.52
2016-02-25,20.12,22.8,74.4,8.0,4.445,10.41,24.19,52.1,1951.7,415.38
2016-02-26,20.89,23.2,74.36,8.24,4.574,10.81,24.23,51.3,1948.05,422.66
2016-02-27,,,,,,,96.95,51.33,,
2016-02-29,21.14,23.43,74.16,8.29,4.628,10.9,24.17,50.88,1932.23,427.27
2016-03-01,21.21,24.21,76.56,8.92,4.771,11.19,25.13,52.58,1978.35,436.81
2016-03-02,21.52,23.94,75.85,8.61,4.87,11.49,25.19,52.95,1986.45,436.31
2016-03-03,21.58,23.7,74.91,8.4,4.877,11.4,25.38,52.35,1993.4,433.95
2016-03-04,21.73,24.2,75.88,8.36,4.913,11.45,25.75,52.03,1999.99,437.99
2016-03-07,21.73,24.02,75.73,8.28,4.876,11.23,25.47,51.03,2001.76,436.0
